slug,display_name,description,category,output_format,trigger_examples,source_path,github_url,skill_file_url,file_count,byte_size,tree_sha256
sema-mvnt,sema-mvnt,"Spezialisierter Skill fuer das Pilates Studio SEMA MVNT in Mexiko. Enthaelt das vollstaendige Angebot (digitale Infrastruktur, Module, Preise), Brand-Guidelines (Farben, Typografie, Bildsprache, Logo-Pfade) und KI-Bild-Prompts. Verwende diesen Skill immer wenn der Nutzer SEMA MVNT, Sema, Pilates Mexiko Angebot, SEMA Praesentation, SEMA Bilder, SEMA Logo oder SEMA Angebot sagt oder Inhalte fuer diesen Kunden erstellt. Output: Angebots-Praesentationen, Mood-Bilder, Social Media Posts, E-Mails, Angebots-Updates im SEMA MVNT CI/CD.",Produktivität,Markdown,"""sema mvnt"", ""Hilfe mit sema mvnt""",skills/sema-mvnt,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/sema-mvnt,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/sema-mvnt/SKILL.md,5,106848,d08f6cc385f7635b7b4431175ec5329ee773975b39d3301e89b28bb9679faa8c
similarweb-analytics,similarweb-analytics,"Analyze websites and domains using SimilarWeb traffic data. Get traffic metrics, engagement stats, global rankings, traffic sources, and geographic distribution for comprehensive website research.",Recherche & Analyse,Markdown,"""similarweb analytics"", ""Hilfe mit similarweb analytics""",skills/similarweb-analytics,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/similarweb-analytics,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/similarweb-analytics/SKILL.md,2,10823,bbaf0cedb470f49360e6919551b157219359912dafa1a45b07e2bc6ca870fd26
sketchnote-to-instagram,sketchnote-to-instagram,"Erstellt aus Sketchnotes, Whiteboard-Grafiken, handgezeichneten Frameworks, Bildern oder Rohinhalten datenorientierte, plakative 10-Slide-Instagram-Carousels im Roger-Basler-de-Roca-Sketchnote-Stil. Verwenden bei: Sketchnote zu Instagram, aus Grafik Carousel machen, handgezeichnete Slides, Roger-Sketchnote, datenorientierter Instagram-Post, plakative Sketchnote-Slides, CTA-Slide am Ende.",Kommunikation,Markdown,"""sketchnote to instagram"", ""Hilfe mit sketchnote to instagram""",skills/sketchnote-to-instagram,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/sketchnote-to-instagram,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/sketchnote-to-instagram/SKILL.md,4,2417564,4e2250d342cf7c8c4d1a8b843082e93e89ef0ca70db64e3b2a87b2521d212633
skill-creator,skill-creator,"Guide for creating or updating skills that extend Manus via specialized knowledge, workflows, or tool integrations. For any modification or improvement request, MUST first read this skill and follow its update workflow instead of editing files directly.",Produktivität,Markdown,"""skill creator"", ""Hilfe mit skill creator""",skills/skill-creator,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/skill-creator,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/skill-creator/SKILL.md,8,48719,37c23024d2e2b29ec7785075078477ce9c92dd1a6231b4bdf4ab07210382cf69
social-commentor,social-commentor,"Generates high-quality, expert-level comments for LinkedIn and Instagram in the Roger-style (Roger Basler de Roca). Automatically detects the language of the post (German or English) and replies in the same language. Use for: drafting comments, replying to posts, warming up prospects, and answering DMs on social media.",Kommunikation,Markdown,"""social commentor"", ""Hilfe mit social commentor""",skills/social-commentor,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/social-commentor,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/social-commentor/SKILL.md,1,5069,9132ae0a2e388e4a7f988244fccbd999cff2fe174be28d1742a980f1a382acbb
stock-analysis,stock-analysis,"Analyze stocks and companies using financial market data. Get company profiles, technical insights, price charts, insider holdings, and SEC filings for comprehensive stock research.",Finanzen,Markdown,"""stock analysis"", ""Hilfe mit stock analysis""",skills/stock-analysis,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/stock-analysis,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/stock-analysis/SKILL.md,2,18576,647a223eb0d715e53936dfa815cad5141864f0fb6e9e0b6971bbfeb029e9eed5
suno-amelie-ziani,suno-amelie-ziani,"Persona and style guide for Suno AI artist Amelie Ziani (formerly Amira). Use when creating French-Algerian fusion, Mediterranean, and Arabic-influenced music.",Kreativ & Design,Markdown,"""suno amelie ziani"", ""Hilfe mit suno amelie ziani""",skills/suno-amelie-ziani,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/suno-amelie-ziani,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/suno-amelie-ziani/SKILL.md,1,2218,e7772014fea3338fe9204438a2c24fbc0e908ea9326f5e72cf3336b50ec8bfda
suno-carlito-dominguez,suno-carlito-dominguez,"Persona and style guide for Suno AI artist Carlito Dominguez. Use when creating high-energy, aggressive fusion of Dominican Dembow and Merengue de Calle music.",Kreativ & Design,Markdown,"""suno carlito dominguez"", ""Hilfe mit suno carlito dominguez""",skills/suno-carlito-dominguez,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/suno-carlito-dominguez,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/suno-carlito-dominguez/SKILL.md,1,2292,2b25b45e13dacbdc24ab2efd616fc1a129ac44c2fdf1984f3cc967bc304218e4
suno-nina-electro,suno-nina-electro,"Persona and style guide for Suno AI artist Nina Electro. Use when creating dreamy modern pop, electronic, and cinematic night vibe music.",Kreativ & Design,Markdown,"""suno nina electro"", ""Hilfe mit suno nina electro""",skills/suno-nina-electro,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/suno-nina-electro,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/suno-nina-electro/SKILL.md,1,1886,86ffbbef0886f4cbeb3919c1ca4adc14b57fb6f3ef8d6990482bb7867d75a8b2
suno-workflow,suno-workflow,"General workflow and best practices for creating music with Suno AI. Use when starting a new music project, writing lyrics, or formatting prompts for Suno.",Kreativ & Design,Markdown,"""suno workflow"", ""Hilfe mit suno workflow""",skills/suno-workflow,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/suno-workflow,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/suno-workflow/SKILL.md,1,3139,2d30c590868132dc9ec04168d7c6a0e3747ccfb1ae82b3f3e88847b72c0d34ff
ted-key-visual-presentations,ted-key-visual-presentations,"Create TED-inspired, cinematic, image-led presentations and slide decks from rough content, documents, agendas, or existing text-heavy slides. Use when the user asks for TED style, TEDx-like without logo, cinematic presentation design, bold visual slides, key visuals, image-based slides, less text, more design, or says that slides are too text-heavy and should become visual core-message images.",Kreativ & Design,Markdown,"""ted key visual presentations"", ""Hilfe mit ted key visual presentations""",skills/ted-key-visual-presentations,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/ted-key-visual-presentations,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/ted-key-visual-presentations/SKILL.md,2,14051,bdbfb33e1c5c1763f8bb65b96cf6b70abe873cd5552b1d57595c45a2def79233
thinkroger-instagram-carousel,thinkroger-instagram-carousel,"Converts articles, texts, notes, or URLs into fact-based, decision-relevant 10-slide Instagram carousels in English for an international audience under the #ThinkRoger brand. Use this skill whenever the user says: ""#ThinkRoger"", ""ThinkRoger carousel"", ""ThinkRoger English post"", ""create an international ThinkRoger carousel"", ""fact-based English carousel"", or ""/thinkroger-skill"". Output: 10 slide images in 4:5 format (dark cinematic editorial style), an English caption, source notes, and mandatory review before optional Instagram posting.",Kommunikation,Markdown,"""thinkroger instagram carousel"", ""Hilfe mit thinkroger instagram carousel""",skills/thinkroger-instagram-carousel,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/thinkroger-instagram-carousel,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/thinkroger-instagram-carousel/SKILL.md,6,33702,0450a890ac7ac8165b4a34ee53a676cb4ee131eb63e0c57ad1b50f7321480027
thinkroger-instagram-carousel-purple,thinkroger-instagram-carousel-purple,"Converts articles, texts, notes, or URLs into fact-based, constructive, and positive 10-slide Instagram carousels in English for an international audience under the #ThinkRoger brand. Use this skill whenever the user says: ""/thinkroger-instagram-carousel-purple"", ""ThinkRoger purple carousel"", ""constructive English carousel"", or explicitly requests the purple #ThinkRoger style. Output: 10 slide images in 4:5 format (dark cinematic editorial style with Bright Purple #8B5CF6 accent), an English caption, source notes, and mandatory review before optional Instagram posting.",Kommunikation,Markdown,"""thinkroger instagram carousel purple"", ""Hilfe mit thinkroger instagram carousel purple""",skills/thinkroger-instagram-carousel-purple,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/thinkroger-instagram-carousel-purple,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/thinkroger-instagram-carousel-purple/SKILL.md,5,24392,9af7104d7f46d8f5dd0802d891ef5b11c4b895849a650e59bd7a738953a8cdba
tts-prompter,tts-prompter,"MUST read this skill BEFORE entering generate mode for text-to-speech (TTS) tasks. Covers prompt crafting framework, separating spoken text from style instructions, and using markup tags vs natural language for emotions and non-speech sounds.",Produktivität,Markdown,"""tts prompter"", ""Hilfe mit tts prompter""",skills/tts-prompter,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/tts-prompter,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/tts-prompter/SKILL.md,1,14083,ec43048f27c16fa91c8cf96250956eacf590c31a831a9c1d3576dd2a65e96dd5
typst-pdf-maker,typst-pdf-maker,"Generate professional, high-quality PDF documents with Typst. Use for reports, academic papers, resumes, structured documents, mathematical typesetting, code-rich documents, precise layouts, and CJK typography when Markdown-to-PDF is insufficient. Select one skill-owned asset or compatible Typst Universe base before adding packages. Route ordinary presentation requests to Manus Slides/PPTX unless the user explicitly requires Typst-generated PDF slides.",Produktivität,PDF,"""typst pdf maker"", ""Hilfe mit typst pdf maker""",skills/typst-pdf-maker,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/typst-pdf-maker,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/typst-pdf-maker/SKILL.md,18,164029,b476e4175081659bdb5ea1211ebb8b9cb4cf35d3fa2c4cdf6d66edc50671b24a
video-generator,video-generator,"Professional AI video production workflow. Use when creating videos, short films, commercials, or any video content using AI generation tools.",Kreativ & Design,Markdown,"""video generator"", ""Hilfe mit video generator""",skills/video-generator,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/video-generator,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/video-generator/SKILL.md,1,19785,e1f770aaea67fb17f9f4cd9a2048946c7f56baff19b24e7917dffa464651e0d5
webdev-custom-dockerfile,webdev-custom-dockerfile,"Manus webdev fullstack (web-db-user) projects — the deploy contract for a custom root Dockerfile (build context, secrets injection, build budget, runtime limits, base-image choice, worked examples). Read BEFORE writing or editing a Dockerfile; needed only when production requires an extra system binary (ffmpeg, chromium, fonts...) or another language runtime (Python, Ruby, Java, Go...).",Produktivität,Markdown,"""webdev custom dockerfile"", ""Hilfe mit webdev custom dockerfile""",skills/webdev-custom-dockerfile,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/webdev-custom-dockerfile,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/webdev-custom-dockerfile/SKILL.md,1,12194,f9649f7c6e47db839735173f315db801b08edbed0c9a31c34f251b4a21d2e5b5
webdev-data-api,webdev-data-api,Manus webdev fullstack (web-db-user) & mobile-app (Expo) projects — fetching external data via the Manus API Hub.,Recherche & Analyse,Markdown,"""webdev data api"", ""Hilfe mit webdev data api""",skills/webdev-data-api,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/webdev-data-api,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/webdev-data-api/SKILL.md,1,403,9fa1c4806115b770d6f0b10424afa368b4f05adb391336dad97b72673d4c3ccf
webdev-file-storage,webdev-file-storage,"Manus webdev fullstack (web-db-user) & mobile-app (Expo) projects — uploading and serving user files, images, documents via the built-in S3 storage helpers.",Produktivität,Markdown,"""webdev file storage"", ""Hilfe mit webdev file storage""",skills/webdev-file-storage,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/webdev-file-storage,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/webdev-file-storage/SKILL.md,1,1510,26ceb91fde8a5b94b9193b02efce7bded6aae30c89be25f2ae24510be674a97f
webdev-image-generation,webdev-image-generation,"Manus webdev fullstack (web-db-user) & mobile-app (Expo) projects — AI image creation or editing, model listing/selection.",Kreativ & Design,Markdown,"""webdev image generation"", ""Hilfe mit webdev image generation""",skills/webdev-image-generation,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/webdev-image-generation,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/webdev-image-generation/SKILL.md,1,1673,eebf95a92b03cf57133d6f29d709c07d00be4fa994c02dc86e1aca41cf579729
webdev-llm-integration,webdev-llm-integration,"Manus webdev fullstack (web-db-user) & mobile-app (Expo) projects — built-in LLM integration for AI features, chat completions, structured JSON responses, model listing/selection, streaming, thinking/reasoning.",Produktivität,Markdown,"""webdev llm integration"", ""Hilfe mit webdev llm integration""",skills/webdev-llm-integration,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/webdev-llm-integration,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/webdev-llm-integration/SKILL.md,1,4857,e9750a892829c4bf9ad7f471313729a60e0466dec622f3e339f10f6cf4786054
webdev-manus-oauth,webdev-manus-oauth,"Manus webdev fullstack (web-db-user) projects — Manus OAuth redirect URL handling, invite and magic links.",Produktivität,Markdown,"""webdev manus oauth"", ""Hilfe mit webdev manus oauth""",skills/webdev-manus-oauth,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/webdev-manus-oauth,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/webdev-manus-oauth/SKILL.md,1,6674,35c92e7aef94120de2f2a87a6f279b062cbaaa0506770fc6b9b0f52fc90394c2
webdev-maps-integration,webdev-maps-integration,"Manus webdev fullstack (web-db-user) projects — Google Maps integration for maps, geocoding, directions, places.",Produktivität,Markdown,"""webdev maps integration"", ""Hilfe mit webdev maps integration""",skills/webdev-maps-integration,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/webdev-maps-integration,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/webdev-maps-integration/SKILL.md,1,1207,5ff99850ec1e6210c103c9567f0d5def465313266f306c189f5a084dcd92147a
webdev-owner-notifications,webdev-owner-notifications,Manus webdev fullstack (web-db-user) & mobile-app (Expo) projects — pushing alert notifications to the project owner.,Produktivität,Markdown,"""webdev owner notifications"", ""Hilfe mit webdev owner notifications""",skills/webdev-owner-notifications,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/webdev-owner-notifications,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/webdev-owner-notifications/SKILL.md,1,1001,8ddb930d8ff4f903e48d97dcc70aca6b9f57fa60bfc35c8126e89a42f62cf76b
webdev-periodic-updates,webdev-periodic-updates,"Manus webdev fullstack (web-db-user) & mobile-app (Expo) projects — scheduled work reference (Heartbeat) for recurring jobs, daily/hourly tasks, end-user-scheduled cron, periodic notifications. Read FIRST before planning or coding anything that runs on a schedule.",Produktivität,Markdown,"""webdev periodic updates"", ""Hilfe mit webdev periodic updates""",skills/webdev-periodic-updates,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/webdev-periodic-updates,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/webdev-periodic-updates/SKILL.md,1,15467,2971c82bba1e57e77cc3ca8ab5716a079f9f6374b02b4680d82ed2b635a004f4
webdev-readme-fullstack,webdev-readme-fullstack,"Manus webdev fullstack (web-db-user) projects — the complete development guide for the template that fullstack webdev projects are built on. Covers what ships out of the box (user auth, database, file storage, backend API, external integrations), coding conventions, file layout, and the map of per-integration skill docs. The same guide arrives auto-injected in webdev_init_project / webdev_add_feature results.",Produktivität,Markdown,"""webdev readme fullstack"", ""Hilfe mit webdev readme fullstack""",skills/webdev-readme-fullstack,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/webdev-readme-fullstack,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/webdev-readme-fullstack/SKILL.md,1,36663,88aa9ffdd82cb9e50a2b98090e80477b45316480ce18b7e5d47a78ea12057856
webdev-readme-mobile,webdev-readme-mobile,"Manus webdev mobile-app (Expo) projects — the complete development guide for the Expo template that mobile-app projects are built on. Covers what ships out of the box, Expo conventions, design and branding rules, file layout, and where the backend guide lives. The same guide arrives auto-injected in webdev_init_project / webdev_add_feature results.",Produktivität,Markdown,"""webdev readme mobile"", ""Hilfe mit webdev readme mobile""",skills/webdev-readme-mobile,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/webdev-readme-mobile,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/webdev-readme-mobile/SKILL.md,1,29131,31af812a509fd9b76d5aa62828c7f1fea232d6f151966d0d59552e8aec307b04
webdev-readme-mobile-backend,webdev-readme-mobile-backend,"Manus webdev mobile-app (Expo) projects — backend development guide (Manus auth, database/Drizzle, tRPC API, env, testing, integrations). MUST read BEFORE using any backend/server/database features in a mobile-app project.",Produktivität,Markdown,"""webdev readme mobile backend"", ""Hilfe mit webdev readme mobile backend""",skills/webdev-readme-mobile-backend,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/webdev-readme-mobile-backend,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/webdev-readme-mobile-backend/SKILL.md,1,39849,b7dc8e0363184d32ab20fedff59a582458ee0d4897733d3c2408b61066a5c011
webdev-readme-static,webdev-readme-static,"Manus webdev static (web-static) projects — the complete development guide for the template that static webdev sites are built on. Covers what ships out of the box, coding conventions, and file layout. The same guide arrives auto-injected in webdev_init_project / webdev_add_feature results.",Produktivität,Markdown,"""webdev readme static"", ""Hilfe mit webdev readme static""",skills/webdev-readme-static,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/webdev-readme-static,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/webdev-readme-static/SKILL.md,1,28929,4186d45320f5df5f87aa4697605dfec7eed7f88d4903dbcf09756234e52af9a7
webdev-ssr-conversion,webdev-ssr-conversion,"Convert a client-only React 19 + Vite + Express + tRPC 11 SPA (the Manus ""web-db-user"" full-stack template) into a Server-Side Rendered (SSR) app so crawlers and social scrapers receive fully-populated first-paint HTML with correct per-route title and meta tags. Use when a project built on this template needs SEO, link-preview cards, or crawler-visible content, or when asked to ""make the site SSR"", ""server-render"", ""fix SEO / prerender"", or ""make Googlebot see the content"". Only for projects built on this template (wouter + @trpc/react-query + superjson, Express entry at server/_core). Do NOT use for Next.js/Remix/Astro apps, apps that already render on the server, or general SEO questions unrelated to this template.",Produktivität,Markdown,"""webdev ssr conversion"", ""Hilfe mit webdev ssr conversion""",skills/webdev-ssr-conversion,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/webdev-ssr-conversion,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/webdev-ssr-conversion/SKILL.md,4,130444,9b650d6617ecb5ae7a83a45b8755d7e79a0148bf5f8becfa5186ab3d42f7ecbe
webdev-voice-transcription,webdev-voice-transcription,Manus webdev fullstack (web-db-user) & mobile-app (Expo) projects — speech-to-text via the built-in Whisper API.,Produktivität,Markdown,"""webdev voice transcription"", ""Hilfe mit webdev voice transcription""",skills/webdev-voice-transcription,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/webdev-voice-transcription,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/webdev-voice-transcription/SKILL.md,1,1143,0ee3b92061dadafcd37a9e3ccb1aa27de3b8d25092895b85258706ec0294f539
white-cyberpunk-graffiti-image-design,white-cyberpunk-graffiti-image-design,"Creates image-based slide decks and keynote visuals in a white cyberpunk graffiti design using ChatGPT Image or Nano Banana. Use when the user asks for white cyberpunk slides, white graffiti font slides, bright AI keynote visuals, Image2-generated slides, Nano Banana slide images, white neon presentation design, or repeatable image-led slide design in Roger Basler de Roca style.",Kreativ & Design,Markdown,"""white cyberpunk graffiti image design"", ""Hilfe mit white cyberpunk graffiti image design""",skills/white-cyberpunk-graffiti-image-design,https://github.com/rogerbasler/aktuelle-ki-news-website/tree/main/manus-skills/skills/white-cyberpunk-graffiti-image-design,https://github.com/rogerbasler/aktuelle-ki-news-website/blob/main/manus-skills/skills/white-cyberpunk-graffiti-image-design/SKILL.md,1,11262,cca3970e30a305e81a011719e5f38c222fded3bc2863dda479fd2ffbbf54791f
